instance,ants,iterations,alpha,beta,rho,q,stall,seed,best_value,total_weight,elapsed_ms
docs\inst_test\instancias\n_1000_9,30,200,1.0000,4.0000,0.3000,2.0000,120,2026,9980484517,9980477899,267
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.1000,0.5000,50,2026,9980484517,9980477899,354
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.1000,0.5000,50,42,9980484517,9980477899,377
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.1000,0.5000,80,42,9980484517,9980477899,347
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.1000,0.5000,80,123,9980484517,9980477899,348
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.1000,0.5000,50,123,9980484517,9980477899,378
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.1000,0.5000,120,42,9980484517,9980477899,344
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.1000,0.5000,120,123,9980484517,9980477899,343
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.1000,0.5000,80,2026,9980484517,9980477899,350
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.1000,0.5000,120,2026,9980484517,9980477899,347
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.1000,1.0000,50,123,9980484517,9980477899,374
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.1000,1.0000,50,42,9980484517,9980477899,375
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.1000,1.0000,50,2026,9980484517,9980477899,374
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.1000,1.0000,80,42,9980484517,9980477899,379
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.1000,1.0000,80,123,9980484517,9980477899,351
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.1000,1.0000,80,2026,9980484517,9980477899,342
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.1000,1.0000,120,123,9980484517,9980477899,355
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.1000,2.0000,50,42,9980484517,9980477899,343
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.1000,1.0000,120,42,9980484517,9980477899,379
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.1000,2.0000,80,123,9980484517,9980477899,341
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.1000,1.0000,120,2026,9980484517,9980477899,377
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.1000,2.0000,80,42,9980484517,9980477899,350
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.1000,2.0000,50,2026,9980484517,9980477899,361
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.1000,2.0000,50,123,9980484517,9980477899,374
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.2000,0.5000,50,2026,9980484517,9980477899,341
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.2000,0.5000,50,123,9980484517,9980477899,347
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.1000,2.0000,120,42,9980484517,9980477899,378
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.1000,2.0000,120,123,9980484517,9980477899,380
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.1000,2.0000,120,2026,9980484517,9980477899,377
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.2000,0.5000,50,42,9980484517,9980477899,380
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.2000,0.5000,80,42,9980484517,9980477899,374
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.2000,0.5000,80,123,9980484517,9980477899,378
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.1000,2.0000,80,2026,9980484517,9980477899,455
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.2000,0.5000,80,2026,9980484517,9980477899,352
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.2000,0.5000,120,123,9980484517,9980477899,346
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.2000,0.5000,120,2026,9980484517,9980477899,344
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.2000,1.0000,50,123,9980484517,9980477899,340
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.2000,1.0000,50,2026,9980484517,9980477899,341
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.2000,1.0000,80,123,9980484517,9980477899,341
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.2000,1.0000,80,42,9980484517,9980477899,352
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.2000,0.5000,120,42,9980484517,9980477899,377
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.2000,1.0000,50,42,9980484517,9980477899,379
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.2000,1.0000,80,2026,9980484517,9980477899,380
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.2000,1.0000,120,42,9980484517,9980477899,381
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.2000,2.0000,50,42,9980484517,9980477899,348
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.2000,1.0000,120,123,9980484517,9980477899,374
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.2000,2.0000,50,123,9980484517,9980477899,346
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.2000,1.0000,120,2026,9980484517,9980477899,388
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.2000,2.0000,80,42,9980484517,9980477899,340
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.2000,2.0000,50,2026,9980484517,9980477899,356
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.2000,2.0000,80,2026,9980484517,9980477899,340
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.2000,2.0000,120,2026,9980484517,9980477899,353
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.3000,0.5000,50,123,9980484517,9980477899,347
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.2000,2.0000,80,123,9980484517,9980477899,391
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.2000,2.0000,120,42,9980484517,9980477899,380
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.3000,0.5000,50,2026,9980484517,9980477899,355
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.2000,2.0000,120,123,9980484517,9980477899,395
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.3000,0.5000,50,42,9980484517,9980477899,383
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.3000,0.5000,80,42,9980484517,9980477899,373
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.3000,0.5000,120,42,9980484517,9980477899,371
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.3000,0.5000,80,123,9980484517,9980477899,385
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.3000,0.5000,80,2026,9980484517,9980477899,381
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.3000,0.5000,120,123,9980484517,9980477899,369
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.3000,0.5000,120,2026,9980484517,9980477899,372
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.3000,1.0000,50,42,9980484517,9980477899,364
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.3000,1.0000,50,123,9980484517,9980477899,356
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.3000,1.0000,80,42,9980484517,9980477899,362
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.3000,1.0000,50,2026,9980484517,9980477899,371
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.3000,1.0000,80,123,9980484517,9980477899,361
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.3000,1.0000,80,2026,9980484517,9980477899,363
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.3000,1.0000,120,42,9980484517,9980477899,361
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.3000,1.0000,120,2026,9980484517,9980477899,359
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.3000,1.0000,120,123,9980484517,9980477899,368
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.3000,2.0000,50,42,9980484517,9980477899,374
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.3000,2.0000,50,123,9980484517,9980477899,380
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.3000,2.0000,80,42,9980484517,9980477899,371
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.3000,2.0000,80,2026,9980484517,9980477899,361
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.3000,2.0000,50,2026,9980484517,9980477899,398
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.3000,2.0000,120,123,9980484517,9980477899,380
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.3000,2.0000,120,2026,9980484517,9980477899,377
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.1000,0.5000,50,123,9980484517,9980477899,347
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.1000,0.5000,50,42,9980484517,9980477899,377
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.1000,0.5000,80,42,9980484517,9980477899,342
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.1000,0.5000,80,123,9980484517,9980477899,342
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.3000,2.0000,80,123,9980484517,9980477899,455
docs\inst_test\instancias\n_1000_9,30,200,1.2000,2.0000,0.3000,2.0000,120,42,9980484517,9980477899,443
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.1000,0.5000,50,2026,9980484517,9980477899,380
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.1000,0.5000,80,2026,9980484517,9980477899,376
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.1000,0.5000,120,2026,9980484517,9980477899,353
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.1000,0.5000,120,123,9980484517,9980477899,375
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.1000,0.5000,120,42,9980484517,9980477899,377
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.1000,1.0000,50,42,9980484517,9980477899,343
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.1000,1.0000,50,2026,9980484517,9980477899,345
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.1000,1.0000,80,42,9980484517,9980477899,364
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.1000,1.0000,80,123,9980484517,9980477899,351
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.1000,1.0000,50,123,9980484517,9980477899,378
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.1000,1.0000,80,2026,9980484517,9980477899,351
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.1000,1.0000,120,42,9980484517,9980477899,342
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.1000,2.0000,50,2026,9980484517,9980477899,346
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.1000,2.0000,80,42,9980484517,9980477899,343
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.1000,1.0000,120,123,9980484517,9980477899,379
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.1000,1.0000,120,2026,9980484517,9980477899,378
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.1000,2.0000,50,42,9980484517,9980477899,378
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.1000,2.0000,50,123,9980484517,9980477899,377
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.1000,2.0000,80,2026,9980484517,9980477899,351
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.1000,2.0000,80,123,9980484517,9980477899,379
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.1000,2.0000,120,42,9980484517,9980477899,379
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.1000,2.0000,120,123,9980484517,9980477899,376
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.1000,2.0000,120,2026,9980484517,9980477899,372
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.2000,0.5000,50,42,9980484517,9980477899,377
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.2000,0.5000,80,42,9980484517,9980477899,348
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.2000,0.5000,80,2026,9980484517,9980477899,344
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.2000,0.5000,120,42,9980484517,9980477899,343
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.2000,0.5000,50,2026,9980484517,9980477899,376
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.2000,0.5000,50,123,9980484517,9980477899,379
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.2000,0.5000,120,123,9980484517,9980477899,349
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.2000,0.5000,80,123,9980484517,9980477899,374
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.2000,0.5000,120,2026,9980484517,9980477899,349
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.2000,1.0000,120,42,9980484517,9980477899,342
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.2000,1.0000,50,2026,9980484517,9980477899,360
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.2000,1.0000,50,42,9980484517,9980477899,379
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.2000,1.0000,80,2026,9980484517,9980477899,362
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.2000,1.0000,50,123,9980484517,9980477899,381
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.2000,1.0000,80,42,9980484517,9980477899,375
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.2000,1.0000,80,123,9980484517,9980477899,380
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.2000,1.0000,120,2026,9980484517,9980477899,344
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.2000,1.0000,120,123,9980484517,9980477899,360
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.2000,2.0000,50,123,9980484517,9980477899,352
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.2000,2.0000,50,42,9980484517,9980477899,376
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.2000,2.0000,50,2026,9980484517,9980477899,354
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.2000,2.0000,80,42,9980484517,9980477899,342
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.2000,2.0000,80,123,9980484517,9980477899,342
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.3000,0.5000,50,42,9980484517,9980477899,358
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.2000,2.0000,120,123,9980484517,9980477899,378
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.2000,2.0000,120,42,9980484517,9980477899,380
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.2000,2.0000,80,2026,9980484517,9980477899,391
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.2000,2.0000,120,2026,9980484517,9980477899,377
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.3000,0.5000,50,123,9980484517,9980477899,386
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.3000,0.5000,80,123,9980484517,9980477899,355
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.3000,0.5000,120,42,9980484517,9980477899,347
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.3000,0.5000,80,42,9980484517,9980477899,378
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.3000,0.5000,120,123,9980484517,9980477899,342
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.3000,0.5000,120,2026,9980484517,9980477899,345
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.3000,0.5000,50,2026,9980484517,9980477899,389
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.3000,0.5000,80,2026,9980484517,9980477899,376
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.3000,1.0000,50,2026,9980484517,9980477899,364
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.3000,1.0000,50,42,9980484517,9980477899,377
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.3000,1.0000,80,123,9980484517,9980477899,361
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.3000,1.0000,50,123,9980484517,9980477899,378
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.3000,1.0000,80,2026,9980484517,9980477899,340
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.3000,1.0000,80,42,9980484517,9980477899,378
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.3000,1.0000,120,42,9980484517,9980477899,351
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.3000,1.0000,120,2026,9980484517,9980477899,360
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.3000,1.0000,120,123,9980484517,9980477899,377
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.3000,2.0000,80,42,9980484517,9980477899,362
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.3000,2.0000,50,42,9980484517,9980477899,379
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.3000,2.0000,50,123,9980484517,9980477899,378
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.3000,2.0000,80,123,9980484517,9980477899,359
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.3000,2.0000,80,2026,9980484517,9980477899,343
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.3000,2.0000,50,2026,9980484517,9980477899,378
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.3000,2.0000,120,42,9980484517,9980477899,376
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.3000,2.0000,120,123,9980484517,9980477899,353
docs\inst_test\instancias\n_1000_9,30,200,1.2000,3.0000,0.3000,2.0000,120,2026,9980484517,9980477899,346
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.1000,0.5000,50,42,9980484517,9980477899,429
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.1000,0.5000,50,123,9980484517,9980477899,444
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.1000,0.5000,80,2026,9980484517,9980477899,442
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.1000,0.5000,80,42,9980484517,9980477899,470
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.1000,0.5000,80,123,9980484517,9980477899,469
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.1000,0.5000,50,2026,9980484517,9980477899,472
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.1000,0.5000,120,42,9980484517,9980477899,470
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.1000,0.5000,120,123,9980484517,9980477899,445
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.1000,0.5000,120,2026,9980484517,9980477899,431
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.1000,1.0000,50,123,9980484517,9980477899,432
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.1000,1.0000,50,2026,9980484517,9980477899,429
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.1000,1.0000,50,42,9980484517,9980477899,464
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.1000,1.0000,80,42,9980484517,9980477899,466
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.1000,1.0000,80,123,9980484517,9980477899,464
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.1000,1.0000,80,2026,9980484517,9980477899,445
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.1000,2.0000,50,42,9980484517,9980477899,441
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.1000,1.0000,120,123,9980484517,9980477899,455
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.1000,2.0000,50,2026,9980484517,9980477899,441
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.1000,2.0000,50,123,9980484517,9980477899,461
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.1000,1.0000,120,42,9980484517,9980477899,472
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.1000,1.0000,120,2026,9980484517,9980477899,473
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.1000,2.0000,80,42,9980484517,9980477899,440
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.2000,0.5000,50,42,9980484517,9980477899,440
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.1000,2.0000,80,2026,9980484517,9980477899,455
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.1000,2.0000,120,42,9980484517,9980477899,454
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.1000,2.0000,80,123,9980484517,9980477899,469
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.1000,2.0000,120,123,9980484517,9980477899,456
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.2000,0.5000,50,123,9980484517,9980477899,454
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.1000,2.0000,120,2026,9980484517,9980477899,461
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.2000,0.5000,80,42,9980484517,9980477899,431
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.2000,0.5000,50,2026,9980484517,9980477899,451
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.2000,0.5000,80,123,9980484517,9980477899,452
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.2000,0.5000,80,2026,9980484517,9980477899,459
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.2000,1.0000,50,123,9980484517,9980477899,432
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.2000,0.5000,120,42,9980484517,9980477899,471
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.2000,0.5000,120,123,9980484517,9980477899,462
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.2000,0.5000,120,2026,9980484517,9980477899,448
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.2000,1.0000,50,2026,9980484517,9980477899,432
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.2000,1.0000,50,42,9980484517,9980477899,480
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.2000,1.0000,120,42,9980484517,9980477899,449
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.2000,1.0000,120,123,9980484517,9980477899,429
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.2000,1.0000,80,42,9980484517,9980477899,473
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.2000,1.0000,80,123,9980484517,9980477899,471
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.2000,1.0000,80,2026,9980484517,9980477899,475
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.2000,2.0000,50,42,9980484517,9980477899,430
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.2000,1.0000,120,2026,9980484517,9980477899,434
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.2000,2.0000,80,2026,9980484517,9980477899,427
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.2000,2.0000,50,123,9980484517,9980477899,475
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.2000,2.0000,50,2026,9980484517,9980477899,472
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.2000,2.0000,80,42,9980484517,9980477899,479
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.2000,2.0000,80,123,9980484517,9980477899,474
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.2000,2.0000,120,42,9980484517,9980477899,470
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.3000,0.5000,50,123,9980484517,9980477899,430
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.2000,2.0000,120,123,9980484517,9980477899,470
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.3000,0.5000,50,2026,9980484517,9980477899,430
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.2000,2.0000,120,2026,9980484517,9980477899,474
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.3000,0.5000,80,123,9980484517,9980477899,443
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.3000,0.5000,80,42,9980484517,9980477899,446
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.3000,0.5000,120,123,9980484517,9980477899,426
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.3000,0.5000,50,42,9980484517,9980477899,470
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.3000,0.5000,80,2026,9980484517,9980477899,453
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.3000,0.5000,120,2026,9980484517,9980477899,427
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.3000,0.5000,120,42,9980484517,9980477899,472
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.3000,1.0000,50,42,9980484517,9980477899,467
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.3000,1.0000,50,123,9980484517,9980477899,479
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.3000,1.0000,50,2026,9980484517,9980477899,427
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.3000,1.0000,80,42,9980484517,9980477899,470
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.3000,1.0000,80,123,9980484517,9980477899,470
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.3000,1.0000,120,42,9980484517,9980477899,447
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.3000,1.0000,80,2026,9980484517,9980477899,472
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.3000,1.0000,120,123,9980484517,9980477899,470
docs\inst_test\instancias\n_1000_9,30,200,1.2000,4.0000,0.3000,1.0000,120,2026,9980484517,9980477899,446
